Country,Tenant,Sport,City,Stadium,Capacity,Built,Seats
Réunion,AS Chaudron,Football,St. Dénis,Stade Jean Ivoula,10000,null,null
Rwanda,National Stadium,Multi-use,Kigali,Stade Amahoro,30000,null,null
Rwanda,APR FC,Football,Kigali,Stade Amahoro,30000,null,null
Rwanda,AS Kigali,Football,Kigali,Stade Amahoro,30000,null,null
Rwanda,Rayon Sport,Football,Kigali,Stade Amahoro,30000,null,null
Rwanda,SC Kiyovu Sport,Football,Kigali,Stade Amahoro,30000,null,null
Rwanda,Football-use,Football,Kigali,Stade Régional Nyamirambo,22000,null,null
Rwanda,Mukura Victory Sports FC,Football,Butare,Stade Huye,15000,null,null
Senegal,National Stadium,Multi-use,Dakar,Léopold Sédar Senghor,60000,1985,all-seater
Senegal,AS Douanes,Football,Dakar,Léopold Sédar Senghor,60000,1985,all-seater
Senegal,ASC Jeanne d'Arc,Football,Dakar,Léopold Sédar Senghor,60000,1985,all-seater
Senegal,US Gorée,Football,Dakar,Stade Demba Diop,15000,1963,all-seater
Senegal,ASC Niarry-Tally,Football,Dakar,Stade Demba Diop,15000,1963,all-seater
Senegal,AS Douanes,Football,Dakar,Stade Demba Diop,15000,1963,all-seater
Senegal,US Ouakam,Football,Dakar,Stade Demba Diop,15000,1963,all-seater
Senegal,ASEC Ndiambour,Football,Louga,Stade ASEC Ndiambour,15000,null,null
Senegal,Casa Sport,Football,Ziguinchor,Stade Aline Sitoe Diatta,10000,null,null
Seychelles,National Stadium,Multi-use,Roche Caiman,Stade Linité,10000,1992,all-seater
Seychelles,Saint Louis Suns United,Football,Roche Caiman,Stade Linité,10000,1992,all-seater
Sierra Leone,National Stadium,Multi-use,Freetown,National Stadium,36000,null,null
Sierra Leone,East End Lions FC,Football,Freetown,National Stadium,36000,null,null
Sierra Leone,Mighty Blackpool FC,Football,Freetown,National Stadium,36000,null,null
Sierra Leone,Ports Authority FC,Football,Freetown,National Stadium,36000,null,null
Sierra Leone,Kallon FC,Football,Freetown,National Stadium,36000,null,null
Sierra Leone,Bo Rangers,Football,Bo,Bo Stadium,25000,2006,all-seater
Sierra Leone,Nepean Stars,Football,Bo,Bo Stadium,25000,2006,all-seater
Sierra Leone,Diamond Stars,Football,Koidu Town,Koidu-Sefadu Sports Stadium,10500,null,null
Somalia,National Stadium,Multi-use,Mogadiscio,Mogadiscio Stadium,35000,null,null
Somalia,Elman FC,Football,Mogadiscio,Mogadiscio Stadium,35000,null,null
Somalia,Football-use,Football,Mogadiscio,Banadir Stadium,15000,1956,null
Somalia,Football-use,Football,Hargeisa,Hargeisa Stadium,10000,null,null
South Africa,Kaizer Chiefs FC,Football,Johannesburg,FNB Stadium,94736,2009,all-seater
South Africa,Golden Lions RU,Rugby,Johannesburg,Ellis Park Stadium,62567,1928,all-seater
South Africa,Race-use,Race-use,Welkom,Phakisa Freeway,60000,1998,null
South Africa,Garankuwa United,Football,Mafikeng,Mmabatho Stadium,59000,1981,all-seater
South Africa,Ajax Cape Town,Football,Cape Town,Cape Town Stadium,55000,2009,all-seater
South Africa,Cape Town City FC,Football,Cape Town,Cape Town Stadium,55000,2009,all-seater
South Africa,The Sharks,Rugby,Durban,ABSA Stadium,55000,1891,all-seater
South Africa,AmaZulu FC,Football,Durban,Moses Mabhida Stadium,54000,2009,all-seater
South Africa,Blue Bulls RU,Rugby,Tshwane,Loftus Versfeld,51762,1924,all-seater
South Africa,Mamelodi Sundowns FC,Football,Tshwane,Loftus Versfeld,51762,1924,all-seater
South Africa,Stormers Super 14,Rugby,Cape Town,Newlands Stadium,50900,1989,all-seater
South Africa,Western Province RU,Rugby,Cape Town,Newlands Stadium,50900,1989,all-seater
South Africa,Eastern Province Kings,Rugby,Port Elizabeth,Nelson Mandela Stadium,48459,2009,all-seater
South Africa,Southern Kings,Rugby,Port Elizabeth,Nelson Mandela Stadium,48459,2009,all-seater
South Africa,Chippa United FC,Football,Port Elizabeth,Nelson Mandela Stadium,48459,2009,all-seater
South Africa,Free State Cheetahs,Rugby,Bloemfontein,Vodacom Park,48000,1995,all-seater
South Africa,Central Cheetahs,Rugby,Bloemfontein,Vodacom Park,48000,1995,all-seater
South Africa,Bloemfontein Celtic,Football,Bloemfontein,Vodacom Park,48000,1995,all-seater
South Africa,Platinum Stars FC,Football,Phokeng,Royal Bafokeng Stadium,42000,1999,all-seater
South Africa,Black Leopards FC,Football,Polokwane,Peter Mokaba Stadium,41911,2009,all-seater
South Africa,Polokwane City FC,Football,Polokwane,Peter Mokaba Stadium,41911,2009,all-seater
South Africa,Steval Pumas,Rugby,Nelspruit,Mbombela Stadium,40929,2009,all-seater
South Africa,Orlando Pirates FC,Football,Orlando,Orlando Stadium,40000,2008,all-seater
South Africa,Jomo Cosmos FC,Football,Johannesburg,Johannesburg Stadium,37500,1995,all-seater
South Africa,Free State Stars,Football,Qwa Qwa,Charles Mopeli Stadium,35000,null,null
South Africa,Gauteng CT,Cricket,Johannesburg,The Wanderers,34000,1956,null
South Africa,Santos FC,Football,Cape Town,Athlone Stadium,34000,1972,null
South Africa,Kaizer Chiefs FC,Football,Johannesburg,Rand Soccer Stadium,30000,1951,null
South Africa,Football-use,Football,Rustenburg,Olympia Park Stadium,30000,1989,null
South Africa,SuperSport United FC,Football,Tshwane,Lucas Moripe Stadium,28900,null,null
South Africa,Mamelodi Sundowns FC,Football,Tshwane,Lucas Moripe Stadium,28900,null,null
South Africa,Chevrolet Warriors,Cricket,East London,Buffalo Park,28000,null,null
South Africa,Orlando Pirates,Football,Springs,Pam Brink Stadium,25000,null,null
South Africa,Natal Cricket,Cricket,Durban,Kingsmead Cricket Ground,25000,1923,null
South Africa,Western Province,Cricket,Cape Town,Newlands Cricket Ground,25000,null,null
South Africa,Football-use,Football,Tshwane,HM Pitje Stadium,25000,null,null
South Africa,Umtata Bush Bucks,Football,Umtata,Independence Stadium,25000,1976,null
South Africa,Jomo Cosmos,Football,Johannesburg,Vosloorus Stadium,25000,null,null
South Africa,Moroka Swallows FC,Football,Johannesburg,Dobsonville Stadium,24000,1975,null
South Africa,Northern Transvaal,Cricket,Centurion,SuperSport Park,23000,1985,null
South Africa,Football-use,Football,Orkney,Oppenheimer Stadium,23000,null,null
South Africa,AmaZulu FC,Football,Durban,Chatsworth Stadium,22000,null,null
South Africa,Race-use,Race,Durban,Durban Street Circuit,22000,2006,null
South Africa,Leopards RU,Rugby,Potchefstroom,Profert Olën Park,22000,null,null
South Africa,Bloemfontein Celtic FC,Football,Bloemfontein,Dr. Petrus Molemela Stadium,22000,null,null
South Africa,Orange Free State,Cricket,Bloemfontein,Chevrolet Park,20000,1989,null
South Africa,Easterns,Cricket,Benoni,Willowmoore Park,20000,1924,null
South Africa,Supersport United,Football,Tshwane,Pilditch Stadium,20000,null,null
South Africa,Black Leopards FC,Football,Thohoyandou,Thohoyandou Stadium,20000,null,null
South Africa,Botshabelo FC,Football,Botshabelo,Botshabelo Stadium,20000,null,null
South Africa,Race-use,Race-use,Midrand,Kyalami Grand Prix Circuit,20000,1961,null
South Africa,Platinum Stars,Football,Moruleng,Moruleng Stadium,20000,2009,all-seater
South Africa,Katlehong City,Football,Johannesburg,Potgietersrus Stadium,20000,null,null
South Africa,Pumas Rugby,Rugby,Witbank,@lantic Stadium,20000,null,null
South Africa,Ajax Cape Town,Football,Cape Town,Bellville Stadium,20000,null,null
South Africa,Black Leopards FC,Football,Giyani,Giyani Stadium,20000,null,null
South Africa,Park United,Football,Port Elizabeth,Adcock Stadium,20000,null,null
South Africa,Free State Stars,Football,Qwa Qwa,Goble Park,20000,null,null
South Africa,Eastern Province,Cricket,Port Elizabeth,St. Georges Park,19000,null,null
South Africa,Indoor Sports,Indoor Sports,Johannesburg,Coca Cola Dome,18000,1997,all-seater
South Africa,Highveld Lions,Cricket,Potchefstroom,Senwes Park,18000,null,null
South Africa,Moroka Swallows FC,Football,Germiston,Germiston Stadium,18000,null,null
South Africa,Griffons Rugby,Rugby,Welkom,North West Stadium,17000,null,15000
South Africa,Blackburn Rovers FC,Football,East London,Buffalo City Stadium,16000,1934,null
South Africa,Stellenbosch Maties,Rugby,Stellenbosch,Danie Craven Stadium,16000,1979,null
South Africa,Football-use,Football,Johannesburg,Ruimsig Stadium,15000,null,null
South Africa,Benoni Premier United,Football,Benoni,Sinaba Stadium,15000,null,null
South Africa,Vaal Professionals,Football,Sebokeng,Iscor Stadium,15000,null,null
South Africa,Tembisa Classic,Football,Durban,Makhulong Stadium,15000,null,null
South Africa,Ria Stars,Football,Polokwane,Teshego Stadium,15000,null,null
South Africa,Mbombela United,Football,Nelspruit,KaNyamazane Stadium,15000,null,null
South Africa,Pumas,Rugby,Witbank,Puma Stadium,15000,null,null
South Africa,Multi-use,Multi-use,Polokwane,Pietersburg Stadium,15000,1976,null
South Africa,AmaZulu FC,Football,Durban,Princess Magogo Stadium,12000,null,null
South Africa,Natal Cricket,Cricket,Pietermaritzburg,Pietermaritzburg Oval,12000,null,null
South Africa,Wits University,Football,Johannesburg,Investec 'Milpark' Stadium,12000,null,null
South Africa,FC AK,Football,Johannesburg,Eldorado Park Stadium,12000,null,null
South Africa,Griqualand West,Cricket,Kimberley,De Beers Diamond Oval,11000,null,null
South Africa,Calaska FC,Football,Witbank,Ackerville Stadium,11000,null,null
South Africa,Griquas Rugby,Rugby,Kimberley,Griqua Park,11000,null,null
South Africa,Maritzburg United,Football,Pietermaritzburg,Harry Gwala Stadium,10000,null,null
South Africa,Multi-use,Multi-use,Durban,ICC Durban Arena,10000,2007,all-seater
South Africa,Lamontville Golden Arrows,Football,Durban,King Goodwill Zwelithini,10000,null,null
South Africa,Avendale Athletico,Football,Cape Town,Silvermine Stadium,10000,null,null
South Africa,Chippa United FC,Football,Cape Town,Philippi Stadium,10000,null,null
South Africa,Vasco da Gama,Football,Cape Town,Philippi Stadium,10000,null,null
South Africa,Mpumalanga Black Aces FC,Football,Witbank,Themba Sinamela Stadium,10000,null,null
South Sudan,National Team,Football,Juba,Juba Stadium,15000,1962,1600
South Sudan,Kator FC,Football,Juba,Juba Stadium,15000,1962,1600
South Sudan,Gudai FC,Football,Yambio,Gbudue Stadium,10000,2010,null
South Sudan,Marikh FC,Football,Yambio,Gbudue Stadium,10000,2010,null
Sudan,National Stadium,Football,Omdurman,Al-Merreikh Stadium,43000,1965,all-seater
Sudan,Al-Merreikh,Football,Omdurman,Al-Merreikh Stadium,43000,1965,all-seater
Sudan,Al-Hilal Omdurman,Football,Omdurman,Al Hilal Stadium,35000,1965,null
Sudan,Burri Khartum,Football,Khartum,Al Khartum Stadium,23000,null,null
Sudan,Khartum-3,Football,Khartum,Al Khartum Stadium,23000,null,null
Sudan,Al-Ittihad SC,Football,Wad Madani,Wad Madani Stadium,15000,null,null
Sudan,Multi-use,Multi-use,Khartum,Sport City Stadium,15000,null,null
Sudan,Al-Hilal El Obeid,Football,El Obeid,El Obeid Stadium,15000,null,null
Sudan,Al-Mawrada,Football,Omdurman,Al Mawrada Stadium,14000,null,null
Sudan,Al-Merghani,Football,Kassala,Al-Merghani Stadium,11000,null,null
Sudan,Shambat Khartum,Football,Khartum Bahri,Al Tahrir Stadium,10000,null,null
Swaziland,National Stadium,Multi-use,Lobamba,Somholo National Stadium,20000,1968,null
Swaziland,Royal Leopards FC,Football,Simunye,Simunye Park,10000,null,null
Tanzania,National Stadium,Football,Dar Es Salaam,Benjamin Mkapa Stadium,60000,2007,all-seater
Tanzania,Young Africans FC,Football,Dar Es Salaam,Benjamin Mkapa Stadium,60000,2007,all-seater
Tanzania,Simba SC,Football,Dar Es Salaam,Benjamin Mkapa Stadium,60000,2007,all-seater
Tanzania,Pamba,Football,Mwanza,CCM Kirumba Stadium,35000,null,null
Tanzania,Toto Africans,Football,Mwanza,CCM Kirumba Stadium,35000,null,null
Tanzania,Young Africans FC,Football,Dar Es Salaam,Uhuru Stadium,23000,1961,null
Tanzania,Simba SC,Football,Dar Es Salaam,Uhuru Stadium,23000,1961,null
Tanzania,JKT Ruvu Stars,Football,Dar Es Salaam,Uhuru Stadium,23000,1961,null
Tanzania,Ruvu Shooting,Football,Dar Es Salaam,Uhuru Stadium,23000,1961,null
Tanzania,Arusha FC,Football,Arusha,Sheikh Amri Abeid Stadium,20000,null,null
Tanzania,Pallsons,Football,Arusha,Sheikh Amri Abeid Stadium,20000,null,null
Tanzania,Reli,Football,Kigoma,Lake Tanganyika Stadium,20000,null,null
Tanzania,KMKM,Football,Zanzibar,Amaan Stadium,15000,null,null
Tanzania,Miembeni,Football,Zanzibar,Amaan Stadium,15000,null,null
Tanzania,Mlandege,Football,Zanzibar,Amaan Stadium,15000,null,null
Tanzania,Coastal Union,Football,Tanga,Mkwakwani Stadium,15000,null,null
Tanzania,Kahama United,Football,Shinyanga,Kambarage Stadium,10000,null,null
Tanzania,Jamhuri,Football,Chake Chake,Gombani Stadium,10000,null,null
Tanzania,CDA,Football,Dodoma,Jamhuri Stadium,10000,null,null
Tanzania,Polisi Dodoma,Football,Dodoma,Jamhuri Stadium,10000,null,null
Tanzania,Ruvu Stars,Football,Dodoma,Jamhuri Stadium,10000,null,null
Tanzania,Prisons,Football,Mbeya,Sokoine Stadium,10000,null,null
Tanzania,Tukuyu Stars,Football,Mbeya,Sokoine Stadium,10000,null,null
Tanzania,Moro United,Football,Morogoro,Jamhuri Stadium,10000,null,null
Tanzania,Maji Maji FC,Football,Songea,Maji Maji Stadium,10000,null,null
Togo,National Stadium,Multi-use,Lomé,Stade de Kégué,30000,2000,all-seater
Togo,Togo Telecom,Football,Lomé,Stade Général Eyadéma,15000,1968,null
Togo,Gbohloé-su-des-Lacs,Football,Aného,Stade de Boka,10000,null,null
Togo,Guépard FC,Football,Aného,Stade de Boka,10000,null,null
Togo,Ifodjè,Football,Atakpamé,Stade Omnisports,10000,null,null
Togo,AS de la Kozah,Football,Kara,Stade Municipal,10000,null,null
Togo,Gomido,Football,Kpalimé,Stade Municipal,10000,null,null
Togo,Etoile Filante,Football,Lomé,Stade Oscar Anthony,10000,null,null
Togo,A.C. Merlan,Football,Lomé,Stade Oscar Anthony,10000,null,null
Togo,Agaza Omnisports,Football,Lomé,Stade Agoè-Nyivé,10000,null,null
Togo,Dynamic Togolais,Football,Lomé,Stade Agoè-Nyivé,10000,null,null
Togo,AS Douane,Football,Lomé,Stade Agoè-Nyivé,10000,null,null
Togo,AS Togo-Port,Football,Lomé,Stade Agoè-Nyivé,10000,null,null
Togo,Semassi Sokodé,Football,Sokodé,Stade Municipal,10000,null,null
Togo,Tchaoudjo AC,Football,Sokodé,Stade Municipal,10000,null,null
Togo,Doumbé FC,Football,Sansanné M.,Stade Municipal,10000,null,null
Tunisia,National Stadium,Multi-use,Rades,Stade 7 Novembre,60000,2001,all-seater
Tunisia,Espérance de Tunis,Football,Rades,Stade 7 Novembre,60000,2001,all-seater
Tunisia,Club Africain,Football,Tunis,Stade El Menzah,45000,1967,null
Tunisia,Etoile Sportive du Sahel,Football,Sousse,Stade Olympique,28000,null,null
Tunisia,Club Sfaxien,Football,Sfax,Stade Taïeb-Mhiri,22000,1938,null
Tunisia,Océano Club de Kerkennah,Football,Sfax,Stade Taïeb-Mhiri,22000,1938,null
Tunisia,Union Sportive Monastir,Football,Monastir,Moustapha Benn Jenat,20000,null,null
Tunisia,Club Athlétique Bizertin,Football,Bizerte,Stade 15 Octobre,20000,1985,null
Tunisia,Stade Tunisien,Football,Tunis,Stade Zouiten,18000,null,null
Tunisia,Club Olympique Transports,Football,Tunis,Stade Zouiten,18000,null,null
Tunisia,Indoor Sports,Football,Rades,Salle Omnisport de Rades,17000,2004,all-seater
Tunisia,Jeunesse Sp. Kairouanaise,Football,Kairouan,Stade Ali Zouaoui,15000,null,null
Tunisia,Avenir Sportive Gabes,Football,Gabes,Stade Municipal,10000,null,null
Uganda,National Stadium,Multi-use,Kampala,Mandela National Stadium,45202,null,null
Uganda,Villa SC,Football,Kampala,Mandela National Stadium,45202,null,null
Uganda,Uganda RA SC,Football,Kampala,Mandela National Stadium,45202,null,null
Uganda,Kampala CC FC,Football,Kampala,Nakivubo Stadium,30000,null,null
Uganda,Simba FC,Football,Kampala,Nakivubo Stadium,30000,null,null
Uganda,Express FC,Football,Kampala,Muteesa II Stadium,20200,null,null
Zambia,National Stadium,Multi-use,Lusaka,National Stadium,50000,2013,all-seater
Zambia,National Stadium,Multi-use,Ndola,Levy Mwanawasa Stadium,49800,2011,all-seater
Zambia,ZESCO United,Football,Ndola,Levy Mwanawasa Stadium,49800,2011,all-seater
Zambia,Power Dynamos,Football,Kitwe,Arthur Davies Stadium,15500,null,null
Zambia,Konkola Blades,Football,Chililabombwe,Konkola Stadium,15000,null,null
Zambia,Nchanga Rangers,Football,Chingola,Nchanga Stadium,15000,null,null
Zambia,Kitwe United,Football,Kitwe,Garden Park Stadium,15000,null,null
Zambia,Nkana FC,Football,Kitwe,Nkana Stadium,10000,null,null
Zambia,Zanaco FC,Football,Lusaka,Sunset Stadium,10000,null,null
Zambia,Kabwe Warriors,Football,Kabwe,Railway Grounds Stadium,10000,null,null
Zimbabwe,National Stadium,Multi-use,Harare,National Sports Stadium,60000,null,null
Zimbabwe,Highlanders FC,Football,Bulawayo,Barbourfields Stadium,40000,null,null
Zimbabwe,Dynamos FC,Football,Harare,Rufaro Stadium,35000,null,null
Zimbabwe,Black Rhinos FC,Football,Harare,Rufaro Stadium,35000,null,null
Zimbabwe,CAPS United FC,Football,Harare,Rufaro Stadium,35000,null,null
Zimbabwe,Harare City FC,Football,Harare,Rufaro Stadium,35000,null,null
Zimbabwe,Monomotapa United FC,Football,Harare,Rufaro Stadium,35000,null,null
Zimbabwe,Motor Action FC,Football,Mutare,Sakubva Stadium,20000,null,null
Zimbabwe,Mashonaland Eagles,Cricket,Harare,Harare Sports Club,10000,null,null
Zimbabwe,FC Platinum,Football,Zvishavane,Mandava Stadium,10000,null,null
Zimbabwe,Hwange Colliery FC,Football,Hwange,Colliery Stadium,10000,null,null
Afghanistan,National Stadium,Multi-use,Kabul,National Stadium,25000,null,null
Afghanistan,Maiwand Kabul FC,Football,Kabul,National Stadium,25000,null,null
Afghanistan,Cricket-use,Cricket,Jalalabad,GAK Int'l Cricket Stadium,14000,2008,null
Bangladesh,Dhaka Dynamites,Cricket,Dhaka,Sher-e-Bangla Mirpur,42000,1970,all-seater
Bangladesh,Brothers Union,Football,Dhaka,Bangabandhu Stadium,36000,1955,all-seater
Bangladesh,Mohammedan SC,Football,Dhaka,Bangabandhu Stadium,36000,1955,all-seater
Bangladesh,Abahani Dhaka,Football,Dhaka,Bangabandhu Stadium,36000,1955,all-seater
Bangladesh,Sheikh Russel KC,Football,Dhaka,Bangabandhu Stadium,36000,1955,all-seater
Bangladesh,Uttar Baridhara SC,Football,Dhaka,Bangabandhu Stadium,36000,1955,all-seater
Bangladesh,Cricket-use,Cricket,Faridpur,Faridpur Stadium,30000,null,all-seater
Bangladesh,Cricket-use,Cricket,Fatullah,Osman Ali Stadium,25000,2006,all-seater
Bangladesh,Cricket-use,Cricket,Sylhet,Sylhet Cricket Stadium,25000,2006,all-seater
Bangladesh,Rangpur Riders,Cricket,Rangpur,Rangpur Stadium,25000,null,all-seater
Bangladesh,Chittagong Kings,Cricket,Chittagong,Z.A. Chowdhury Stadium,20000,2004,all-seater
Bangladesh,Chittagong Mohammedan,Football,Chittagong,MA Aziz Stadium,20000,1950,all-seater
Bangladesh,Chittagong Abahani,Football,Chittagong,MA Aziz Stadium,20000,1950,all-seater
Bangladesh,Chittagong Kings,Cricket,Chittagong,MA Aziz Stadium,20000,1950,all-seater
Bangladesh,Football-use,Football,Dhaka,Kamlapur Stadium,20000,2003,all-seater
Bangladesh,Hockey-use,Hockey,Dhaka,Bhashani Hockey Stadium,20000,null,all-seater
Bangladesh,Multi-use,Multi-use,Mymensingh,Mymensingh Stadium,20000,null,all-seater
Bangladesh,Multi-use,Multi-use,Habiganj,Habiganj Adhunik Stadium,20000,null,all-seater
Bangladesh,Beanibazar SC,Football,Sylhet,MAG Osmani Stadium,15000,1965,all-seater
Bangladesh,Sylhet Royals,Cricket,Sylhet,MAG Osmani Stadium,15000,1965,all-seater
Bangladesh,Cricket-use,Cricket,Bogra,Shaeed Chandu Stadium,15000,2004,all-seater
Bangladesh,Khulna Royal Bengals,Cricket,Khulna,Sheikh Abu Naser Stadium,15000,2004,all-seater
Bangladesh,Barisal Burners,Cricket,Barisal,Divisional Stadium,15000,null,all-seater
