Country,Tenant,Sport,City,Stadium,Capacity,Built,Seats
Indonesia,Persepan Pagatan,Football,Pagatan,25 Nopember Stadium,10000,null,all-seater
Indonesia,Persipas Pasir,Football,Pasir,Tanah Grogot Stadium,10000,null,all-seater
Indonesia,Persipro Probolinggo,Football,Probolinggo,Bayu Angga Stadium,10000,null,all-seater
Indonesia,Perseran Rantau,Football,Rantau,Datu Muning Stadium,10000,null,all-seater
Indonesia,Football-use,Football,Jakarta,Kamal Stadium,10000,null,all-seater
Indonesia,Gaspa Palopo,Football,Kota Palopo,Lagaligo Stadium,10000,null,all-seater
Indonesia,Persitara J. Utara,Football,Jakarta,Kamal Muara Stadium,10000,null,all-seater
Indonesia,Pelita Jaya,Football,Purwakarta,Punawarman Stadium,10000,null,all-seater
Indonesia,Perseru Serui,Football,Serui,Marora Stadium,10000,null,all-seater
Japan,Horse-Racing use,Horse-Racing use,Tokyo,Tokyo Racecourse,223000,1933,13750
Japan,Horse-Racing use,Horse-Racing use,Chiba,Nakayama Racecourse,165676,1990,15944
Japan,Race-use,Race-use,Suzuka,Suzuka Circuit,155000,1962,null
Japan,Horse-Racing use,Horse-Racing use,Hyogo,Hanshin Racecourse,139877,1991,12603
Japan,Horse-Racing use,Horse-Racing use,Kyoto,Kyoto Racecourse,120000,1999,28000
Japan,Race-use,Race-use,Oyama,Fuji Speedway,110000,1960,null
Japan,Horse-Racing use,Horse-Racing use,Niigata,Niigata Racecourse,75000,null,null
Japan,Yokohoma F. Marinos,Football,Yokohoma,Yokohoma Intl' Stadium,72370,1997,all-seater
Japan,Race-use,Race-use,Motegi,Twin Ring Motegi,68156,1997,all-seater
Japan,Urawa Red Diamonds,Football,Saitama,Saitama Stadium 2002,63700,2001,all-seater
Japan,Horse-Racing use,Horse-Racing use,Aichi,Chukyo Racecourse,58400,1994,8795
Japan,National Stadium,Multi-use,Tokyo,Olympic Stadium,57363,1958,all-seater
Japan,Shimizu S-Pulse,Football,Shizuoka,Stadium Ecopa,51349,2001,all-seater
Japan,Jubilo Iwata,Football,Shizuoka,Stadium Ecopa,51349,2001,all-seater
Japan,Horse-Racing use,Horse-Racing use,Sapporo,Sapporo Racecourse,50000,1907,null
Japan,FC Tokyo,Football,Tokyo,Ajinomoto Stadium,50000,2000,all-seater
Japan,Tokyo Verdy 1969,Football,Tokyo,Ajinomoto Stadium,50000,2000,all-seater
Japan,Cerezo Osaka,Football,Osaka,Nagai Stadium,50000,1996,all-seater
Japan,Horse-Racing use,Horse-Racing use,Fukushima,Fukushima Racecourse,50000,1918,null
Japan,Vegalta Sendai,Football,Rifu,Miyagi Stadium,49281,2000,all-seater
Japan,Hanshin Tigers,Baseball,Nishinomiya,Koshien Stadium,47757,1921,all-seater
Japan,Yomiuri Giants,Baseball,Tokyo,Tokyo Dome,46000,1988,all-seater
Japan,Nagoya Grampus,Football,Toyota,Toyota Stadium,45000,2001,all-seater
Japan,Toyota Verblitz,Rugby,Toyota,Toyota Stadium,45000,2001,all-seater
Japan,Ski-jumping-use,Ski-jumping,Hakuba,Hakuba Jump Stadium,45000,1992,null
Japan,Vissel Kobe,Football,Kobe,Universiade Memorial,45000,1985,all-seater
Japan,SA Sapporo,Ski-jumping,Sapporo,Okurayama Ski Jump,44000,1969,null
Japan,Albirex Niigata,Football,Niigata,Niigata Stadium,42700,2001,all-seater
Japan,Consadole Sapporo,Football,Sapporo,Sapporo Dome,42122,2001,all-seater
Japan,Nippon Ham Fighters,Baseball,Sapporo,Sapporo Dome,42122,2001,all-seater
Japan,Kashima Antlers,Football,Kashima,Kashima Soccer Stadium,41800,1991,all-seater
Japan,Chunichi Dragons,Baseball,Nagoya,Nagoya Dome,40500,1997,all-seater
Japan,Oita Trinita,Football,Oita,Oita Bank Dome,40000,2001,all-seater
Japan,Gamba Osaka,Football,Suita,Suita City Football Stadium,39694,2015,all-seater
Japan,SoftBank Hawks,Baseball,Fukuoka,Fukuoka Yahuoku! Dome,38561,1993,all-seater
Japan,Yakult Swallows,Baseball,Tokyo,Jingu Stadium,37975,1925,all-seater
Japan,Indoor Sports,Indoor Sports,Saitama,Saitama Super Arena,37000,2000,all-seater
Japan,Sanfrecce Hiroshima,Football,Hiroshima,Edion Stadium Hiroshima,36906,1993,all-seater
Japan,Orix Buffaloes,Baseball,Osaka,Osaka Dome,36477,1997,all-seater
Japan,Orix Buffaloes,Baseball,Kobe,Skymark Stadium,35000,1988,all-seater
Japan,Seibu Lions,Baseball,Tokorozawa,Seibu Dome,33921,1979,all-seater
Japan,Hiroshima Toyo Carp,Baseball,Hiroshima,Mazda Stadium,32000,2009,all-seater
Japan,Roasso Kumamoto,Football,Kumamoto,KKWing Stadium,32000,1998,all-seater
Japan,Baseball-use,Baseball,Kurashiki,Muscat Stadium,30670,null,all-seater
Japan,Ehime Mandarin Pirates,Baseball,Matsuyama,Botchan Stadium,30136,null,all-seater
Japan,Vissel Kobe,Football,Kobe,Misaki Park Stadium,30132,2001,all-seater
Japan,Kobelco Steelers,Rugby,Kobe,Misaki Park Stadium,30132,2001,all-seater
Japan,Kamatamare Sanuki,Football,Marugame,Marugame Stadium,30100,1997,24099
Japan,Baseball-use,Baseball,Toyama,Toyama Civil Stadium,30000,1992,all-seater
Japan,Baseball-use,Baseball,Nagano,Nagano Olympic Stadium,30000,null,21000
Japan,Niigata Albirex BC,Baseball,Niigata,Hard Off Eco Stadium,30000,2009,all-seater
Japan,Horse-Racing use,Horse-Racing use,Hakodate,Hakodate Racecourse,30000,1896,null
Japan,Chiba Lotte Marines,Baseball,Chiba,Chiba Marine Stadium,30000,1990,all-seater
Japan,Yokohama BayStars,Baseball,Yokohama,Yokohama Stadium,30000,1978,all-seater
Japan,Baseball-use,Baseball,Utsunomiya,Kiyohara Baseball Stadium,30000,null,21000
Japan,Kintetsu Liners,Rugby,Higashiosaka,Hanazono Stadium,30000,1930,all-seater
Japan,Baseball-use,Baseball,Miyazaki,Sun Marine Stadium,30000,2001,all-seater
Japan,Baseball-use,Baseball,Kagoshima,Kamoike Stadium,30000,1970,19000
Japan,Baseball-use,Baseball,Naha,Okinawa Cellular Stadium,30000,2010,15000
Japan,FC Ryukyu,Football,Fukuoka,Hakatanomori Stadium,30000,1990,all-seater
Japan,Baseball-use,Baseball,Fukushima,Iwaki Baseball Stadium,30000,null,all-seater
Japan,Athletics-use,Athletics,Sendai,Track and Field Stadium,30000,1952,7000
Japan,Multi-use,Multi-use,Morioka,Iwate Athletic Stadium,30000,1966,null
Japan,Kataller Toyama,Football,Toyama,Toyama Stadium,28500,1993,all-seater
Japan,Rakuten Golden Eagles,Baseball,Sendai,Miyagi Baseball Stadium,28000,1950,all-seater
Japan,NTT Shining Arcs,Rugby,Tokyo,Chichibunomiya Stadium,27188,1947,all-seater
Japan,Sunwolves,Rugby,Tokyo,Chichibunomiya Stadium,27188,1947,all-seater
Japan,SoftBank Hawks,Baseball,Kitakyushu,Municipal Stadium,27111,1958,all-seater
Japan,Nagoya Grampus,Football,Nagoya,Mizuho Athletics Stadium,27000,1947,all-seater
Japan,Kawasaki Frontale,Football,Kawasaki,Todoroki Stadium,26232,1965,all-seater
Japan,Baseball-use,Baseball,Matsumoto,M'moto Baseball Stadium,25000,null,all-seater
Japan,Baseball-use,Baseball,Hitachinaka,Hitachinaka Baseball Stadium,25000,null,all-seater
Japan,Baseball-use,Baseball,Nagasaki,Big N Stadium,25000,1997,all-seater
Japan,FC Ryukyu,Football,Okinawa,General Athletic Stadium,25000,1987,7000
Japan,Sagan Tosu,Football,Tosu,Best Amenity Stadium,24490,1996,all-seater
Japan,Baseball-use,Baseball,Kumamoto,Fujisakidai Stadium,24000,1960,null
Japan,FC Tokyo,Football,Tokyo,Komazawa Olympic Stadium,22892,null,all-seater
Japan,Avispa Fukuoka,Football,Fukuoka,Level-5 Stadium,22563,1995,all-seater
Japan,Mito Holly Hock,Football,Kasamatsu,Kasamatsu Stadium,22002,1998,all-seater
Japan,Miracle Elephants,Baseball,Fukui,Prefectural Stadium,22000,null,all-seater
Japan,Kagawa Olive Guyners,Baseball,Takamatsu,Olive Field,22000,1982,null
Japan,Multi-use,Multi-use,Kitakami,Kitakami Stadium,22000,null,all-seater
Japan,Hokuriku Alo's,Football,Fukui,Technosport Hukui Stadium,21503,null,all-seater
Japan,Urawa Red Diamonds,Football,Urawa,Komaba Stadium,21500,1967,all-seater
Japan,Zweigen Kanazawa,Football,Kanazawa,Ishikawa Prefectural Stadium,21068,null,all-seater
Japan,Gamba Osaka,Football,Suita,Expo '70 Stadium,21000,1974,all-seater
Japan,Kyoto Sanga FC,Football,Kyoto,Nishikyogohu Stadium,20412,1942,all-seater
Japan,Montedio Yamagata,Football,Tendo,Yamagata Park Stadium,20315,1991,all-seater
Japan,Baseball-use,Baseball,Akita,Prefectural Baseball Stadium,20125,2003,all-seater
Japan,Consadole Sapporo,Football,Sapporo,Atsubetsu Stadium,20005,1980,all-seater
Japan,Shimizu S-Pulse,Football,Shimizu,Nihondaira Stadium,20000,1991,all-seater
Japan,Matsumoto Yamaga,Football,Matsumoto,Matsumoto Stadium,20000,1999,all-seater
Japan,Antelope Shiojiri,Football,Matsumoto,Matsumoto Stadium,20000,1999,all-seater
Japan,Fagiano Okayama,Football,Okayama,City Light Stadium,20000,null,15600
Japan,Baseball-use,Baseball,Hakodate,Chiyodai Baseball Stadium,20000,null,all-seater
Japan,Kashiwa Reysol,Football,Kashiwa,Kashiwanoha Stadium,20000,1995,all-seater
Japan,Briobecca Urayasu,Football,Kashiwa,Kashiwanoha Stadium,20000,1995,all-seater
Japan,Cerezo Osaka,Football,Osaka,Kincho Stadium,20000,1987,all-seater
Japan,Baseball-use,Baseball,Kyoto,Nishi-Kyogoku Athletic Park,20000,null,all-seater
Japan,Multi-use,Multi-use,Himeji,Himeji Stadium,20000,null,9000
Japan,Multi-use,Multi-use,Akashi,Akashi Park Stadium,20000,null,6000
Japan,Vissel Kobe,Football,Miki Miki,Park Stadium,20000,2005,null
Japan,Baseball-use,Baseball,Takasago,City Baseball Stadium,20000,1972,3230
Japan,Horse-Racing use,Horse-Racing use,Kokura,Kokura Racecourse,20000,1994,all-seater
Japan,Honda Lock SC,Football,Miyazaki,General Athletic Park,20000,null,all-seater
Japan,Cycling-use,Cycling,Kitakyushu,Kitakyushu Media Dome,20000,1998,7300
Japan,Ehime FC,Football,Matsuyama,Ningineer Stadium,20000,1979,7694
Japan,Tokushima Indigo Socks,Baseball,Tokushima,OrinaminC Stadium,20000,1973,12000
Japan,Vegalta Sendai,Football,Sendai,Yurtec Stadium Sendai,19694,1997,all-seater
Japan,Sony Sendai FC,Football,Sendai,Yurtec Stadium Sendai,19694,1997,all-seater
Japan,Baseball-use,Baseball,Nagoya,Mizuho Baseball Stadium,18600,1947,all-seater
Japan,JEF United Ichihara Chiba,Football,Chiba,Fukuda Denshi Arena,18500,2005,all-seater
Japan,Shonan Bellmare,Football,Hiratsuka,Hiratsuka Stadium,18500,null,all-seater
Japan,Tochigi SC,Football,Tochigi,Tochigi Green Stadium,18025,null,null
Japan,Tokushima Vortis,Football,Naruto,Pocarisweat Stadium,17924,1971,14341
Japan,Jubilo Iwata,Football,Iwata,Yamaha Stadium,17343,1978,all-seater
Japan,Yamaha Jubilo,Rugby,Iwata,Yamaha Stadium,17343,1978,all-seater
Japan,Ventforet Kofu,Football,Kofu,Yamanashi Chuo Bank Stadium,17000,1975,all-seater
Japan,Indoor Sports,Indoor Sports,Yokohama,Yokohama Arena,17000,1989,all-seater
Japan,Multi-use,Multi-use,Saga,Saga Athletic Stadium,17000,1970,all-seater
Japan,Multi-use,Multi-use,Aomori,Aomori Athletic Park,17000,null,all-seater
Japan,Baseball-use,Baseball,Saga,Midorinomori Stadium,16532,1999,11882
Japan,Soccer-use,Football,Yuwa,Central Park Stadium,16500,null,all-seater
Japan,Oita Trinita,Multi-use,Oita,Oita Stadium,16089,1965,4443
Japan,Gainare Tottori,Football,Tottori,Torigin Bird Stadium,16033,1996,all-seater
Japan,Multi-use,Multi-use,Nagasaki,Kakidomari Stadium,16000,null,all-seater
Japan,Kochi Fighting Dogs,Baseball,Kochi,Haruno Baseball Stadium,16000,null,null
Japan,Kashiwa Reysol,Football,Kashiwa,Hitachi Kashiwa Stadium,15900,1986,all-seater
Japan,Omiya Ardija,Football,Omiya,Nack5 Stadium,15500,1964,10119
Japan,V-Varen Nagasaki,Football,Nagasaki,Athletic Park Stadium,15419,1996,5770
Japan,Sanfrecce Hiroshima,Football,Hiroshima,Hiroshima Stadium,15409,null,all-seater
Japan,Omiya Ardija,Football,Kumagaya,Kumagaya Athletic Stadium,15392,2003,all-seater
Japan,Multi-use,Multi-use,Ichihara,Ichihara Stadium,15338,1987,all-seater
Japan,Consadole Sapporo,Football,Hakodate,Hakodate Stadium,15290,null,all-seater
Japan,Multi-use,Multi-use,Kakogawa,Athletic Park Stadium,15275,1998,5275
Japan,Roasso Kumamoto,Football,Kumamoto,Suizenji Stadium,15128,1960,all-seater
Japan,Giravanz Kitakyushu,Football,Kitakyushu,Mikuni World Stadium,15066,2017,all-seater
Japan,Yokohama FC,Football,Yokohama,Mitsuzawa Stadium,15046,null,all-seater
Japan,Nagoya Grampus,Football,Nagoya,Mizuho Football Stadium,15000,1947,all-seater
Japan,Baseball-use,Baseball,Otsu,Ojiyama Baseball Stadium,15000,null,all-seater
Japan,Sagawa Express,Football,Osaka,Nagai Aid Stadium,15000,null,all-seater
Japan,FC Ryukyu,Football,Chatan,Chatan Athletic Stadium,14221,1988,2221
Japan,Indoor Sports,Indoor Sports,Tokyo,Yoyogi National Gymnasium,13291,1964,all-seater
Japan,Sumo-use,Sumo-use,Tokyo,Ryogoku Kokugikan,13000,1985,all-seater
Japan,Soccer-use,Football,Iwata,Hamamatsu Stadium,12500,null,3700
Japan,Consadole Sapporo,Football,Muroran,Muroran Stadium,12100,null,all-seater
Japan,Ice-hockey-use,Ice-hockey,Sapporo,Makomanai Ice Arena,12000,1970,all-seater
Japan,Multi-use,Multi-use,Kashima,Kashima Stadium,12000,1993,all-seater
Japan,Honda Lock SC,Football,Miyazaki,Ikimenomori Athletic Park,12000,2006,1000
Japan,Baseball-use,Baseball,Miyazaki,Miyazaki Ibee Stadium,11000,2002,6000
Japan,FC Machida Zelvia,Football,Machida,Municipal Athletic Stadium,10622,1990,all-seater
Japan,Giravanz Kitakyushu,Football,Kitakyushu,Honjo Stadium,10202,1989,all-seater
Japan,Ice-skating-use,Ice-skating,Nagano,M-Wave Arena,10000,1996,all-seater
Japan,Baseball-use,Baseball,Kanazawa,Citizen Stadium,10000,null,all-seater
Japan,Indoor Sports,Indoor Sports,Tokyo,Metropolitan Gymnasium,10000,1991,all-seater
Japan,Baseball-use,Baseball,Osaka,Nanko Central Stadium,10000,null,all-seater
Japan,Baseball-use,Baseball,Osaka,Maishima Baseball Stadium,10000,null,all-seater
Japan,Multi-use,Multi-use,Kumamoto,Ohzu Stadium,10000,null,all-seater
Japan,Soccer-use,Football,Rifu,Prefectural Football Stadium,10000,null,all-seater
Kazakhstan,National Stadium,Football,Astana,Astana Arena,30000,2009,all-seater
Kazakhstan,FK Astana,Football,Astana,Astana Arena,30000,2009,all-seater
Kazakhstan,FC Kairat Almaty,Football,Almaty,Tsentralnyi Stadium,23804,null,null
Kazakhstan,FC Ordabasy,Football,Shymkent,Munaytpasova Stadium,20000,1969,null
Kazakhstan,FC Shakhtyor,Football,Karagandy,Shakhtyor Stadium,19000,null,null
Kazakhstan,Ice-skating-use,Ice-skating,Almaty,Medeo Stadium,15000,1969,null
Kazakhstan,FC Irtysh Pavlodar,Football,Pavlodar,Tsentralnyi Stadium,15000,null,null
Kazakhstan,FC Aktobe,Football,Aktöbe,Tsentralnyi Stadium,13161,1975,null
Kazakhstan,FC Taraz,Football,Taraz,Tsentralnyi Stadium,12525,1976,all-seater
Kazakhstan,FK Astana-1964,Football,Astana,Munaytpasova Stadium,12343,null,null
Kazakhstan,Ice-hockey-use,Ice-hockey,Almaty,Almaty Arena,12000,2016,all-seater
Kazakhstan,Bolat FK,Football,Temirtau,Metallurg Stadium,12000,null,null
Kazakhstan,FC Kyzylzhar,Football,Petropavl,Avangard Stadium,12000,1967,null
Kyrgyzstan,National Stadium,Multi-use,Bishkek,Spartak Stadion,23000,null,all-seater
Kyrgyzstan,FK Dordoy-Dinamo,Football,Bishkek,Spartak Stadion,23000,null,all-seater
Kyrgyzstan,Alay Osh,Football,Osh,Suyumbayev Stadion,12000,null,null
Kyrgyzstan,Ak-Bura Osh,Football,Osh,Suyumbayev Stadion,12000,null,null
Kyrgyzstan,Sher-Ak-Dan Bishkek,Football,Bishkek,Dynamo Stadion,10000,null,null
Laos,National Stadium,Multi-use,Vientiane,Laos National Stadium,25000,2009,all-seater
Laos,Yotha FC,Football,Vientiane,Laos National Stadium,25000,2009,all-seater
Laos,Vientiane FC,Football,Vientiane,Laos National Stadium,25000,2009,all-seater
Laos,Multi-use,Multi-use,Savannakhét,Provincial Stadium,15000,2006,all-seater
Laos,Football-use,Football,Luang Prabang,Luang Prabang Stadium,10000,null,null
Macau,National Stadium,Multi-use,Macau,Estádio Campo Desportivo,15490,1995,all-seater
Macau,GD Lam Pak,Football,Macau,Estádio Campo Desportivo,15490,1995,all-seater
Macau,CD Monte Carlo,Football,Macau,Estádio Campo Desportivo,15490,1995,all-seater
Malaysia,National Stadium,Multi-use,Kuala Lumpur,Bukit Jalil Stadium,87411,1998,all-seater
Malaysia,Selangor FA,Football,Shah Alam,Stadium Shah Alam,80372,1994,all-seater
Malaysia,PKNS FC,Football,Shah Alam,Stadium Shah Alam,80372,1994,all-seater
Malaysia,Race-use,Race-use,Kuala Lumpur,Sepang F1 Circuit,80000,1999,all-seater
Malaysia,Terengganu FA,Football,K/Terengganu,Stadium Sultan Mizan,50000,2008,all-seater
Malaysia,Perak FA,Football,Ipoh,Stadium Perak,42500,1965,all-seater
Malaysia,Penang FA,Football,Penang,Negeri Pulau Pinang,40000,2000,all-seater
Malaysia,Sarawak FA,Football,Kuching,Sarawak Stadium,40000,1997,all-seater
Malaysia,Melaka FC,Football,Krubong,Hang Jebat Stadium,40000,2004,all-seater
Malaysia,DRB-Hicom FC,Football,Krubong,Hang Jebat Stadium,40000,2004,all-seater
Malaysia,Pahang FA,Football,Kuantan,Stadium Darul Makmur,40000,1995,10000
Malaysia,Shahzan Muda FC,Football,Kuantan,Stadium Darul Makmur,40000,1995,10000
Malaysia,Negeri Sembilan FA,Football,Seremban,Tuanku Abdul Rahman,40000,1992,all-seater
Malaysia,Sabah FA,Football,Kota Kinabalu,Likas Stadium,35000,2001,20000
Malaysia,Kedah FA,Football,Alor Setar,Stadium Darulaman,32387,1997,all-seater
Malaysia,Johor Darul Takzim FC,Football,Johor Bahru,Tan Sri Hassan Yunos,30000,1991,8000
Malaysia,Sarawak FA,Football,Kuching,Stadium Negeri Sarawak,26000,1989,8000
Malaysia,Felda United FC,Football,Jengka,Tun Abdul Razak Stadium,25000,2015,all-seater
Malaysia,Soccer-use,Football,Kuala Lumpur,Merdeka Stadium,25000,1977,10000
Malaysia,PK Negeri Selangor,Football,Petaling Jaya,Stadium MBPJ,25000,1996,10000
Malaysia,Horse Racing-use,Horse Racing,Klang Valley,Selangor Turf Club,25000,null,null
Malaysia,Kelantan FA,Football,Kota Bharu,Sultan Mohammad IV Stadium,22000,1957,5000
Malaysia,Perlis FA,Football,Kangar,Utama Stadium,20000,1995,5000
Malaysia,PBS Pulau Pinang,Football,Penang,Penang City Stadium,20000,null,null
Malaysia,Kuala Lumpur FA,Football,Kuala Lumpur,Stadium KLFA,18000,null,all-seater
Malaysia,ATM FA,Football,Selayang,Stadium Majlis Selayang,16000,null,10000
Malaysia,Sime Darby FC,Football,Selayang,Stadium Majlis Selayang,16000,null,10000
Malaysia,DRB-Hicom FC,Football,Selayang,Stadium Majlis Selayang,16000,null,10000
Malaysia,Indoor Sports,Indoor Sports,Kuala Lumpur,Putra Indoor Stadium,16000,null,all-seater
Malaysia,Terengganu FA,Football,K/Terengganu,Stadium Sultan Shah,15000,1967,5000
Malaysia,Melaka FA,Football,Malacca,Hang Tuah Stadium,15000,1954,1000
Malaysia,Johor Darul Takzim FC,Football,Pasir Gudang,Stadium Pasir Gudang,15000,null,2000
Malaysia,Indoor Sports,Indoor Sports,Penang,SPICE Arena,13000,null,all-seater
Malaysia,Hockey-use,Hockey,Kuala Lumpur,National Hockey Stadium,12000,1997,all-seater
Malaysia,Indoor Sports,Football,Kuala Lumpur,Stadium Negara,10000,1962,all-seater
Malaysia,Felda United FC,Football,Temerloh,Stadium Temerloh,10000,1997,all-seater
Malaysia,Shahzan Muda FC,Football,Temerloh,Stadium Temerloh,10000,1997,all-seater
Malaysia,Soccer-use,Football,Langkawi,Stadium Langkawi,10000,null,null
Maldives,National Stadium,Multi-use,Male,Rasmee Dhandu Stadium,11850,null,null
Maldives,New Radiant SC,Football,Male,Rasmee Dhandu Stadium,11850,null,null
Maldives,Club Valencia,Football,Male,Rasmee Dhandu Stadium,11850,null,null
Maldives,Victory SC,Football,Male,Rasmee Dhandu Stadium,11850,null,null
Mongolia,National Stadium,Multi-use,Ulaanbaatar,National Sports Stadium,12500,1958,null
Myanmar,National Stadium,Multi-use,Yangon,Bogyoke Aung San Stadium,40000,null,null
Myanmar,Yangon United FC,Football,Yangon,Bogyoke Aung San Stadium,40000,null,null
Myanmar,Football-use,Football,Yangon,Thuwanna YTC Stadium,32000,1985,all-seater
Myanmar,Naypyidaw FC,Football,Naypyidaw,Wunna Theikdi Stadium,32000,2012,all-seater
Myanmar,Multi-use,Multi-use,Mandalay,Mandalarthiri Stadium,30000,2013,all-seater
Myanmar,Multi-use,Multi-use,Naypyidaw,Zayyarthiri Stadium,30000,2012,all-seater
Myanmar,Yadanabon FC,Football,Mandalay,Bahtoo Memorial Stadium,17000,null,null
Myanmar,Football-use,Football,Yangon,Padonma Stadium,13500,null,100
Myanmar,Multi-use,Multi-use,Moulmein,Moulmein Stadium,10000,null,null
Nepal,National Stadium,Multi-use,Kathmandu,Dasarath Stadium,17800,1956,null
Nepal,Tribhuvan Army Club,Football,Kathmandu,Dasarath Stadium,17800,1956,null
Nepal,New Road Team,Football,Kathmandu,Dasarath Stadium,17800,1956,null
Nepal,Manang Marsyangdi Club,Football,Kathmandu,Dasarath Stadium,17800,1956,null
Nepal,Three Star Club,Football,Kathmandu,Dasarath Stadium,17800,1956,null
Nepal,Football-use,Football,Birgunj,Narayani Stadium,15000,null,null
Nepal,Football-use,Football,Biratnagar,Saheed Stadium,10000,null,null
North Korea,National Stadium,Multi-use,Pyöngyang,Rungnado May First Stadium,114000,1989,all-seater
North Korea,Pyöngyang City SC,Football,Pyöngyang,Kim Il-Sung Stadium,50000,1982,all-seater
North Korea,Multi-use,Multi-use,Pyöngyang,Sunan Stadium,40000,1991,all-seater
North Korea,Multi-use,Multi-use,Sariwon,Sariwon Youth Stadium,35000,1981,all-seater
North Korea,Multi-use,Multi-use,Gaeseong,Gaeseong Stadium,35000,1988,all-seater
North Korea,Amnokkang SC,Football,Pyöngyang,Yanggakdo Stadium,30000,1989,all-seater
North Korea,April 25 SC,Football,Pyöngyang,Yanggakdo Stadium,30000,1989,all-seater
North Korea,Sobaeksu SC,Football,Pyöngyang,Yanggakdo Stadium,30000,1989,all-seater
North Korea,Football-use,Football,Nampo,Nampo Stadium,30000,1974,all-seater
North Korea,Football-use,Football,Pyöngyang,Seosan Stadium,25000,1988,all-seater
North Korea,Multi-use,Multi-use,Haeju,Haeju Stadium,25000,1984,all-seater
North Korea,Indoor Sports,Indoor Sports,Pyöngyang,Pyöngyang Gymnasium,20100,1973,all-seater
North Korea,Multi-use,Multi-use,Naseon,Najin Stadium,20000,1978,all-seater
North Korea,Multi-use,Multi-use,Gangae,Gangae Stadium,20000,1964,all-seater
North Korea,South Hamgyong SC,Football,Hamhung,Hamhung Stadium,20000,1981,all-seater
North Korea,Multi-use,Multi-use,Hyesan,Hyesan Stadium,18640,1964,all-seater
North Korea,Kigwancha SC,Football,Sinuiju,Sinuiju Stadium,17500,1965,all-seater
North Korea,Chadongcha SC,Football,Cheongjin,Chandongcha Park,15000,1980,all-seater
North Korea,Multi-use,Multi-use,Wonsan,Shinpung Stadium,15000,1965,all-seater
North Korea,Multi-use,Multi-use,Pyöngyang,East Pyöngyang Stadium,15000,1960,all-seater
North Korea,Basketball-use,Basketball,Pyöngyang,Pyöngyang Arena,12309,2003,all-seater
North Korea,Gaeseong Power,Football,Gaeseong,Western Gaeseong Park,12000,null,all-seater
North Korea,Mangyongbong SC,Football,Mangyongbong,Mangyongbong Stadium,10000,null,all-seater
North Korea,Rimyongsu SC,Football,Rimyongsu,Rimyongsu Stadium,10000,null,all-seater
North Korea,Wolmido SC,Football,Wolmido,Wolmido Stadium,10000,null,all-seater
Pakistan,ZTBL FC,Football,Islamabad,Jinnah Sport Stadium,48200,null,all-seater
Pakistan,Hockey-use,Hockey,Lahore,Gadaffi Hockey Stadium,45000,null,null
Pakistan,Cricket-use,Cricket,Gujranwala,Jinnah Stadium,40000,null,null
Pakistan,Hockey-use,Hockey,Faisalabad,Hockey Stadium,36000,null,null
Pakistan,Karachi Kings,Cricket,Karachi,Karachi National Stadium,34228,1955,all-seater
Pakistan,Multan Sultans,Cricket,Multan,Multan Cricket Stadium,30000,2001,all-seater
Pakistan,Hockey-use,Hockey,Karachi,Hockey Club of Pakistan,30000,null,null
Pakistan,Lahore Qalandars,Cricket,Lahore,Gaddafi Stadium,27000,1959,all-seater
Pakistan,HBL FC,Football,Karachi,Peoples Football Stadium,25000,1995,null
Pakistan,K-Electric,Football,Karachi,Peoples Football Stadium,25000,1995,null
Pakistan,Hyderabad CC,Cricket,Hyderabad,Niaz Stadium,25000,null,null
Pakistan,Islamabad United,Cricket,Rawalpindi,Rawalpindi Cricket Stadium,25000,1992,null
Pakistan,Cricket-use,Cricket,Gujrat,Zahoor Elahi Stadium,20000,null,null
Pakistan,Sialkot Stallions,Cricket,Sialkot,Sialkot Stadium,20000,null,null
Pakistan,Quetta Gladiators,Cricket,Quetta,Ayub National Stadium,20000,null,null
Pakistan,Peshawar Zalmi,Cricket,Peshawar,Arbab Niaz Stadium,20000,null,null
Pakistan,Cricket-use,Cricket,DI Khan,DI Kan Stadium,20000,null,null
Pakistan,Faisalabad Wolves,Cricket,Faisalabad,Iqbal Stadium,18000,null,null
Pakistan,Cricket-use,Cricket,Mirpur,Quaid-I-Azam Stadium,16000,null,null
Pakistan,Rawalpindi Rams,Cricket,Rawalpindi,Cricket Stadium,15000,1992,all-seater
Pakistan,KPT FC,Football,Karachi,CDGK Stadium,15000,null,null
Pakistan,Karachi United,Football,Karachi,CDGK Stadium,15000,null,null
Pakistan,Football-use,Football,Gujranwala,Mini Stadium,15000,null,null
Pakistan,Cricket-use,Cricket,Sargodha,Divisional Stadium,15000,null,null
Pakistan,Football-use,Football,Peshawar,Qayyum Stadium,15000,null,null
Pakistan,Cricket-use,Cricket,Bahawalpur,Bahawal Stadium,15000,1954,null
Pakistan,Cricket-use,Cricket,Sheikhupura,Sheikhupura Stadium,15000,null,null
Pakistan,Hockey-use,Cricket,Peshawar,Lala Ayub Hockey Stadium,14000,null,null
Pakistan,WAPDA FC,Football,Lahore,Punjab Stadium,10000,2003,null
Pakistan,Wohaib FC,Football,Lahore,Punjab Stadium,10000,2003,null
Pakistan,FAME FC,Football,Lahore,Punjab Stadium,10000,2003,null
Pakistan,Lyallpur FC,Football,Faisalabad,Railways Ground,10000,null,null
Pakistan,Football-use,Football,Hyderabad,Football Stadium,10000,null,null
Pakistan,Hockey-use,Hockey,Rawalpindi,Army Hockey Stadium,10000,null,null
